	Kingdom	Phylum	Class	Order	Family	Genus
ASV_17412	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_17413	Bacteria	NA	NA	NA	NA	NA
ASV_17414	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	SV1-3
ASV_17415	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV_17416	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_MBIC10613
ASV_17417	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	NA
ASV_17418	Eukaryota	NA	NA	NA	NA	NA
ASV_17419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17420	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
ASV_17421	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17422	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_17423	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_17424	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17425	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_17426	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17427	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17428	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Candidatus_Planktophila
ASV_17429	Bacteria	NA	NA	NA	NA	NA
ASV_17430	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_17431	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17432	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
ASV_17433	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Hahella
ASV_17434	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA
ASV_17435	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	NA
ASV_17436	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_17437	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA
ASV_17438	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA
ASV_17439	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_17440	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17441	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_17442	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
ASV_17443	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
ASV_17444	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_III	NA
ASV_17445	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA
ASV_17446	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_MBIC10613
ASV_17447	Bacteria	Gemmatimonadetes	MD2902-B12	NA	NA	NA
ASV_17448	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter
ASV_17449	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
ASV_17450	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	NA
ASV_17451	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
ASV_17452	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa
ASV_17453	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17454	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
ASV_17455	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_17456	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira
ASV_17457	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_III	NA
ASV_17458	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_17459	Bacteria	NA	NA	NA	NA	NA
ASV_17460	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA
ASV_17461	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17462	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Corallibacter
ASV_17463	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV_17464	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV_17465	Bacteria	NA	NA	NA	NA	NA
ASV_17466	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_17467	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_17468	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_17469	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA
ASV_17470	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
ASV_17471	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_MBIC10613
ASV_17472	Bacteria	NA	NA	NA	NA	NA
ASV_17473	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	SD04E11
ASV_17474	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	NA
ASV_17475	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta
ASV_17476	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_17477	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	NA
ASV_17478	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus
ASV_17479	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
ASV_17480	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
ASV_17481	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_17482	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17483	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_MBIC10613
ASV_17484	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_MBIC10613
ASV_17485	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV_17486	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group	NA
ASV_17487	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI_clade
ASV_17488	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA
ASV_17489	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI_clade
ASV_17490	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	NA
ASV_17491	Bacteria	Actinobacteria	Actinobacteria	PeM15	NA	NA
ASV_17492	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA
ASV_17493	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_17494	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter
ASV_17495	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Cyanobacteriaceae	Symphothece_PCC-7002
ASV_17496	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_17497	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17498	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA
ASV_17499	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17500	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_17501	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yonathbacteria	NA	NA
ASV_17502	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17503	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_17504	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_17505	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NA	NA
ASV_17506	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_17507	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_17508	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
ASV_17509	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17510	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_17511	Bacteria	Lentisphaerae	Oligosphaeria	SS1-B-02-17	NA	NA
ASV_17512	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	NA
ASV_17513	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_MBIC10613
ASV_17514	Bacteria	Planctomycetes	BD7-11	NA	NA	NA
ASV_17515	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_17516	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_17517	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17518	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
ASV_17519	Bacteria	Patescibacteria	Parcubacteria	UBA9983	NA	NA
ASV_17520	Bacteria	Patescibacteria	WWE3	NA	NA	NA
ASV_17521	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_17522	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17523	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	NA
ASV_17524	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_MBIC10613
ASV_17525	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_17526	Eukaryota	Ochrophyta	Diatomea	Coscinodiscophytina	Melosirids	Melosira
ASV_17527	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	NA
ASV_17528	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_17529	Bacteria	NA	NA	NA	NA	NA
ASV_17530	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Tepidicella
ASV_17531	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA
ASV_17532	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_17533	Bacteria	NA	NA	NA	NA	NA
ASV_17534	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	NA
ASV_17535	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_17536	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_17537	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_17538	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA
ASV_17539	Bacteria	Nitrospirae	Thermodesulfovibrionia	NA	NA	NA
ASV_17540	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_17541	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_17542	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parablastomonas
ASV_17543	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
ASV_17544	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_17545	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_17546	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI_clade
ASV_17547	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_17548	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	TPD-58
ASV_17549	Eukaryota	NA	NA	NA	NA	NA
ASV_17550	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_17551	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17552	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_17553	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA
ASV_17554	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_17555	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
ASV_17556	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Millisia
ASV_17557	Bacteria	Actinobacteria	NA	NA	NA	NA
ASV_17558	Eukaryota	Cercozoa	NA	NA	NA	NA
ASV_17559	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium
ASV_17560	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group
ASV_17561	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV_17562	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Marinobacterium
ASV_17563	Eukaryota	Ochrophyta	Diatomea	Coscinodiscophytina	Fragilariales	Thalassionema
ASV_17564	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_17565	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_17566	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Candidatus_Turbabacter
ASV_17567	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_17568	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter
ASV_17569	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV_17570	Bacteria	NA	NA	NA	NA	NA
ASV_17571	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_17572	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_17573	Bacteria	Actinobacteria	NA	NA	NA	NA
ASV_17574	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	NA	NA
ASV_17575	Bacteria	NA	NA	NA	NA	NA
ASV_17576	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_17577	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_17578	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group
ASV_17579	Bacteria	Actinobacteria	NA	NA	NA	NA
ASV_17580	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17581	Eukaryota	MAST-2	NA	NA	NA	NA
ASV_17582	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV_17583	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
ASV_17584	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17585	Archaea	Nanoarchaeaeota	Nanohaloarchaeia	Aenigmarchaeales	NA	NA
ASV_17586	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
ASV_17587	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA
ASV_17588	Bacteria	NA	NA	NA	NA	NA
ASV_17589	Bacteria	NA	NA	NA	NA	NA
ASV_17590	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_MBIC10613
ASV_17591	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17592	Bacteria	NA	NA	NA	NA	NA
ASV_17593	Bacteria	Tenericutes	Mollicutes	EMP-G18	NA	NA
ASV_17594	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	NA
ASV_17595	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV_17596	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_17597	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	NA
ASV_17598	Bacteria	NA	NA	NA	NA	NA
ASV_17599	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	NA
ASV_17600	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccus
ASV_17601	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
ASV_17602	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidetes_VC2.1_Bac22	NA	NA
ASV_17603	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
ASV_17604	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA
ASV_17605	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
ASV_17606	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17607	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17608	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	NA
ASV_17609	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	NA
ASV_17610	Bacteria	NA	NA	NA	NA	NA
ASV_17611	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA
ASV_17612	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	NA
ASV_17613	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	NA
ASV_17614	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_17615	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_17616	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
ASV_17617	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	NA
ASV_17618	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA
ASV_17619	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	NA
ASV_17620	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA
ASV_17621	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
ASV_17622	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_17623	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
ASV_17624	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
ASV_17625	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
ASV_17626	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_17627	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_17628	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_17629	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Bowmanella
ASV_17630	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA
ASV_17631	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Methylotenera
ASV_17632	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga
ASV_17633	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_17634	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
ASV_17635	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_17636	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_17637	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV_17638	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
ASV_17639	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera
ASV_17640	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea
ASV_17641	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	NA	NA
ASV_17642	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA
ASV_17643	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia
ASV_17644	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Motiliproteus
ASV_17645	Eukaryota	NA	NA	NA	NA	NA
ASV_17646	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_17647	Eukaryota	Ciliophora	Intramacronucleata	Spirotrichea	Hypotrichia	NA
ASV_17648	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Rhizaspididae	Rhogostoma
ASV_17649	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	RS62_marine_group
ASV_17650	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
ASV_17651	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	NA
ASV_17652	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
ASV_17653	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphobacterium
ASV_17654	Eukaryota	NA	NA	NA	NA	NA
ASV_17655	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17656	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
ASV_17657	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_17658	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
ASV_17659	Eukaryota	Picozoa	Picomonadida	Picomonadidae	Picomonadidae_fa	Picomonas
ASV_17660	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17661	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_17662	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA
ASV_17663	Eukaryota	Mollusca	Bivalvia	Ostreoida	NA	NA
ASV_17664	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium
ASV_17665	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_17666	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_17667	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter
ASV_17668	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter
ASV_17669	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	Georgfuchsia
ASV_17670	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_17671	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA
ASV_17672	Eukaryota	Ciliophora	Intramacronucleata	Spirotrichea	Hypotrichia	Hemigastrostyla
ASV_17673	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
ASV_17674	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV_17675	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_17676	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
ASV_17677	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
ASV_17678	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	NA
ASV_17679	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
ASV_17680	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira
ASV_17681	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_17682	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_17683	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	NA
ASV_17684	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
ASV_17685	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Cucumibacter
ASV_17686	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_17687	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gymnodiniphycidae_fa	Gyrodinium
ASV_17688	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	NA
ASV_17689	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307
ASV_17690	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Vorticella
ASV_17691	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_17692	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter
ASV_17693	Eukaryota	NA	NA	NA	NA	NA
ASV_17694	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
