	Kingdom	Phylum	Class	Order	Family	Genus
ASV_9632	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	NA	NA
ASV_9633	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_9634	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	NA	NA
ASV_9635	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_9636	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Roseospirillum
ASV_9637	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_9638	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_9639	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	NA	NA
ASV_9640	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
ASV_9641	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV_9642	Bacteria	Planctomycetes	Phycisphaerae	C86	NA	NA
ASV_9643	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga
ASV_9644	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_9645	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA
ASV_9646	Bacteria	Planctomycetes	Pla4_lineage	NA	NA	NA
ASV_9647	Bacteria	Chlamydiae	LD1-PA32	NA	NA	NA
ASV_9648	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_9649	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Microcystaceae	NA
ASV_9650	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_9651	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV_9652	Bacteria	NA	NA	NA	NA	NA
ASV_9653	Eukaryota	NA	NA	NA	NA	NA
ASV_9654	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA
ASV_9655	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV_9656	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_9657	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
ASV_9658	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_9659	Bacteria	Cyanobacteria	Melainabacteria	Caenarcaniphilales	NA	NA
ASV_9660	Eukaryota	MAST-3	NA	NA	NA	NA
ASV_9661	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
ASV_9662	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA
ASV_9663	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV_9664	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
ASV_9665	Bacteria	Proteobacteria	Gammaproteobacteria	PLTA13	NA	NA
ASV_9666	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA
ASV_9667	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella
ASV_9668	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
ASV_9669	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
ASV_9670	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_9671	Bacteria	NA	NA	NA	NA	NA
ASV_9672	Eukaryota	Heterolobosea	Tetramitia	Tetramitia_or	Tetramitia_fa	Naegleria
ASV_9673	Eukaryota	NA	NA	NA	NA	NA
ASV_9674	NA	NA	NA	NA	NA	NA
ASV_9675	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
ASV_9676	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Phyllopharyngea	Acineta
ASV_9677	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_9678	Eukaryota	Ochrophyta	Diatomea	Bacillariophytina	Mediophyceae	NA
ASV_9679	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospira
ASV_9680	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	NA	NA
ASV_9681	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	NA	NA
ASV_9682	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
ASV_9683	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	NA	NA
ASV_9684	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA
ASV_9685	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_9686	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV_9687	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_9688	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV_9689	Eukaryota	Choanoflagellida	NA	NA	NA	NA
ASV_9690	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiaceae	NA
ASV_9691	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Marimicrobium
ASV_9692	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Terasakiella
ASV_9693	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_9694	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV_9695	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV_9696	Bacteria	NA	NA	NA	NA	NA
ASV_9697	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA
ASV_9698	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_9699	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_9700	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA
ASV_9701	Eukaryota	Ciliophora	Intramacronucleata	Litostomatea	Haptoria	Loxophyllum
ASV_9702	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_9703	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV_9704	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
ASV_9705	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_9706	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
ASV_9707	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadales_Incertae_Sedis	Eilatimonas
ASV_9708	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
ASV_9709	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV_9710	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_9711	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas
ASV_9712	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_9713	Eukaryota	NA	NA	NA	NA	NA
ASV_9714	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV_9715	Eukaryota	NA	NA	NA	NA	NA
ASV_9716	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV_9717	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Homalogastra
ASV_9718	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
ASV_9719	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Carchesium
ASV_9720	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	NA	NA
ASV_9721	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_9722	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA
ASV_9723	Bacteria	Planctomycetes	BD7-11	NA	NA	NA
ASV_9724	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_9725	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Amphiplicatus
ASV_9726	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia
ASV_9727	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Cothurnia
ASV_9728	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	NA	NA
ASV_9729	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_9730	Eukaryota	Chlorophyta_ph	Trebouxiophyceae	Incertae_Sedis	Incertae_Sedis_fa	Picochlorum
ASV_9731	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_9732	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	P13-46	NA
ASV_9733	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_9734	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_9735	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalobacter
ASV_9736	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	NA
ASV_9737	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
ASV_9738	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV_9739	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_9740	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_9741	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Motiliproteus
ASV_9742	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_9743	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_9744	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_9745	Eukaryota	Nematoda	Chromadorea	NA	NA	NA
ASV_9746	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_9747	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_9748	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_9749	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
ASV_9750	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA
ASV_9751	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_9752	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna
ASV_9753	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
ASV_9754	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_9755	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_9756	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_9757	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_9758	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA
ASV_9759	Bacteria	BRC1	NA	NA	NA	NA
ASV_9760	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
ASV_9761	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus
ASV_9762	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccus
ASV_9763	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_9764	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_9765	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA
ASV_9766	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_9767	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_9768	Bacteria	WPS-2	NA	NA	NA	NA
ASV_9769	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_9770	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera
ASV_9771	Bacteria	NA	NA	NA	NA	NA
ASV_9772	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	SH-PL14
ASV_9773	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	SH-PL14
ASV_9774	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_9775	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
ASV_9776	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_9777	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_9778	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_9779	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	NA	NA
ASV_9780	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_9781	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Lelliottia
ASV_9782	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lacinutrix
ASV_9783	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA
ASV_9784	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Hyphodontia
ASV_9785	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis
ASV_9786	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	NA
ASV_9787	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_9788	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA
ASV_9789	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_9790	Eukaryota	Nematoda	Chromadorea	Monhysterida	NA	NA
ASV_9791	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia
ASV_9792	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria
ASV_9793	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Cyanobacteriaceae	Annamia_HOs24
ASV_9794	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_9795	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_9796	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV_9797	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_9798	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV_9799	Bacteria	Planctomycetes	Phycisphaerae	mle1-8	NA	NA
ASV_9800	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV_9801	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_9802	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6	NA
ASV_9803	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Tepidiphilus
ASV_9804	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	NA	NA
ASV_9805	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
ASV_9806	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV_9807	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV_9808	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_9809	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Arctic95B-14	NA
ASV_9810	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_9811	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	37-13	NA
ASV_9812	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
ASV_9813	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV_9814	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Kordia
ASV_9815	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV_9816	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_9817	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Vaginicola
ASV_9818	Bacteria	NA	NA	NA	NA	NA
ASV_9819	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307
ASV_9820	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera
ASV_9821	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium
ASV_9822	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus
ASV_9823	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
ASV_9824	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans
ASV_9825	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	NA
ASV_9826	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
ASV_9827	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter
ASV_9828	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV_9829	Bacteria	Margulisbacteria	NA	NA	NA	NA
ASV_9830	Eukaryota	Bicosoecida	Bicosoecida_cl	Bicosoecida_or	Bicosoecida_fa	Bicosoeca
ASV_9831	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Isaria
ASV_9832	Bacteria	Actinobacteria	Actinobacteria	PeM15	NA	NA
ASV_9833	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
ASV_9834	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	NA
ASV_9835	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira
ASV_9836	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_9837	Bacteria	Actinobacteria	Actinobacteria	PeM15	NA	NA
ASV_9838	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ralstonia
ASV_9839	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA
ASV_9840	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_9841	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_9842	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter
ASV_9843	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter
ASV_9844	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_9845	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
ASV_9846	Eukaryota	Cercozoa	NA	NA	NA	NA
ASV_9847	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA
ASV_9848	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA
ASV_9849	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
ASV_9850	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_9851	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_9852	Eukaryota	Cercozoa	Granofilosea	Granofilosea_or	Granofilosea_fa	Massisteria
ASV_9853	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA
ASV_9854	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Catenococcus
ASV_9855	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	NA
ASV_9856	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_9857	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Oceanobacter
ASV_9858	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_9859	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter
ASV_9860	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_9861	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_9862	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter
ASV_9863	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
ASV_9864	Eukaryota	Cercozoa	Granofilosea	Granofilosea_or	Granofilosea_fa	Massisteria
ASV_9865	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA
ASV_9866	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera
ASV_9867	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Catenococcus
ASV_9868	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_9869	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_9870	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter
ASV_9871	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_9872	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA
ASV_9873	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga
ASV_9874	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA
ASV_9875	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Carboxylicivirga
ASV_9876	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_9877	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
ASV_9878	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
ASV_9879	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_9880	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA
ASV_9881	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Thalassolituus
ASV_9882	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_9883	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_9884	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Catenococcus
ASV_9885	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Maliponia
ASV_9886	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_9887	Eukaryota	Mollusca	NA	NA	NA	NA
ASV_9888	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	NA
ASV_9889	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Zoothamnium
ASV_9890	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307
ASV_9891	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Cohaesibacter
ASV_9892	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA
ASV_9893	Bacteria	Margulisbacteria	NA	NA	NA	NA
ASV_9894	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV_9895	NA	NA	NA	NA	NA	NA
ASV_9896	Eukaryota	Cercozoa	Granofilosea	Granofilosea_or	Granofilosea_fa	Massisteria
ASV_9897	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_9898	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA
ASV_9899	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NA
ASV_9900	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	NA
ASV_9901	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_9902	Eukaryota	NA	NA	NA	NA	NA
ASV_9903	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_9904	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga
ASV_9905	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	OM43_clade
ASV_9906	Eukaryota	Ciliophora	Intramacronucleata	Conthreep	Oligohymenophorea	Zoothamnium
ASV_9907	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira
ASV_9908	Bacteria	Cyanobacteria	Melainabacteria	Caenarcaniphilales	NA	NA
ASV_9909	Bacteria	Margulisbacteria	NA	NA	NA	NA
ASV_9910	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_9911	Eukaryota	NA	NA	NA	NA	NA
ASV_9912	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA
ASV_9913	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_9914	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	Rubrivirga
ASV_9915	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens
